,,,,,,,,,,,
,Комбикорм,,,,,,,,,,
,Зерно,,,,,,,,,,
,Зоотовары,,,,,,,,,,
,Инкубатор,,,,,,,,,,
,Клетки,,,,,,,,,,
,Поилки,,,,,,,,,,
,Рассада,,,,,,,,,,
,Животные,,,,,,,,,,
,Производство,,,,,,,,,,
,Средства защиты,,,,,,,,,,
,,,,,,,,,,,
,В продажее поивились фейерверги,,,,,,,,,,
,Елки,,,,,,,,,,
,Гирлянды,,,,,,,,,,
, ,,,,,,,,,,
,,,,,,,,,,,
,Прайс-лист,,,,,,,,,,
,17 Мая 2016 г.,,,,,,,,,,
,,,,,,,,,,,
,Наименование товаров,Роничные,,,,,,,,,
,,(включая НДС и НП),,,Куры,Гуси утки,Перепела,Индейка,Свинья,"Крупно рогатый скот, козы овцы","Кролики,нутрии"
,Премикс для свиней (500 гр) Б.,85.00 руб,шт,1,,,,,1,,
,Премикс для свиней на откорме 150 гр,47.00 руб,шт,1,,,,,1,,
,Премикс для свиней на откорме 300 гр,71.00 руб,шт,1,,,,,1,,
,Премикс для свиноматок 150 гр.,44.00 руб,шт,1,,,,,1,,
,Премикс для телят (500 гр) Б.,92.00 руб,шт,1,,,,,,1,
,Премикс для телят 300 гр,80.00 руб,шт,1,,,,,,1,
,"Премикс для улучшения качества скорлупы  ""Скорлуп-Ca"" 500г",85.00 руб,шт,1,1,1,1,1,,,
,"Премикс для цыплят, утят, гусят, индюшат (500 гр) Б.",113.00 руб,шт,1,1,1,1,1,,,
,"Премикс для цыплят,утят,индюшат.150гр.",58.00 руб,шт,1,,,,,1,,
,Премикс противоглист. профилакт.  для свиней (Альбазол-С) 300 г,79.00 руб,шт,1,,,,,,,
,Прикормка для рыб универсальная 1 кг,105.00 руб,шт,1,,,,,,,
,"Примекс для кур ""Антистрес"" Доб-ка",113.00 руб,шт,1,1,1,,1,,,
,Ракушка калиброванная 1кг,47.00 руб,шт,1,1,1,1,1,,,
,Ракушка калиброванная 4кг.,136.00 руб,шт,1,1,1,1,1,,,
,Рыбий жир 100мл ДС,73.00 руб,шт,1,,,,,1,,
,Рыбная мука 2 кг,507.00 руб,шт,1,1,1,1,1,1,,
,Рыбная мука 300 гр,85.00 руб,шт,1,1,1,1,1,1,,
,"Сера кормовая  ""Рацион"" 300 гр.",54.00 руб,шт,1,1,1,1,1,1,1,
,Соль поваренная кормовая йод (брикет 5кг),195.00 руб,шт,1,,,,,,1,
,"Травяная мука 1,5кг",185.00 руб,шт,1,,1,,,1,1,1
,"Цеолитовый природный комплекс  для всех видов с/х животных 1,3 кг",133.00 руб,шт,1,1,1,1,1,1,1,1
,Цеолитовый природный комплекс  для домашней птицы 500 гр,57.00 руб,шт,1,1,1,1,1,,,
,"Цеолитовый природный комплекс  для свиней 1,3 кг",123.00 руб,шт,1,,,,,1,,
,"Шрот подсолнечный 1,6 кг.",190.00 руб,шт,1,1,1,,1,1,,
,Рассада,,,1,,,,,,,
,"Баклажан ""Алмаз""",50.00 руб,шт,1,,,,,,,
,Бархатцы,50.00 руб,шт,1,,,,,,,
,Виола,60.00 руб,шт,1,,,,,,,
,Герань,650.00 руб,шт,1,,,,,,,
,"Кабачки ""Искандер""",50.00 руб,шт,1,,,,,,,
,Капуста поздняя,50.00 руб,шт,1,,,,,,,
,Капуста раняя,50.00 руб,шт,1,,,,,,,
,Кашпо,250.00 руб,шт,1,,,,,,,
,"Огурец ""Герман""",50.00 руб,шт,1,,,,,,,
,"Пекинская капуста ""Любимая""",50.00 руб,шт,1,,,,,,,
,"Перец ""Белозерка""",50.00 руб,шт,1,,,,,,,
,"Перец ""Виннипух""",50.00 руб,шт,1,,,,,,,
,Перец острый,50.00 руб,шт,1,,,,,,,
,Петунья,60.00 руб,шт,1,,,,,,,
,"Тамат ""Джина""",50.00 руб,шт,1,,,,,,,
,"Томат ""Бычье сердце""",50.00 руб,шт,1,,,,,,,
,"Томат ""Де барао""",50.00 руб,шт,1,,,,,,,
,"Томат ""Новичок""",50.00 руб,шт,1,,,,,,,
,"Томат ""Челнок""",50.00 руб,шт,1,,,,,,,
,Фейерверки,,,1,,,,,,,
,12 месецев,"2,862.00 руб",шт,1,,,,,,,
,Адреналин,563.00 руб,шт,1,,,,,,,
,Арабская ночь,91.00 руб,шт,1,,,,,,,
,"Ассорти ""железная стрекоза""",434.00 руб,шт,1,,,,,,,
,"Бенг. Свечи ""Елочка"" (фигурная)",81.00 руб,шт,1,,,,,,,
,"Бенг. Свечи ""звездочка"" (фигурная)",67.00 руб,шт,1,,,,,,,
,"Бенг. Свечи 170 ""Экстра""",24.00 руб,шт,1,,,,,,,
,"Бенг. Свечи 210 ""Спектр"" (разноцв.)",44.00 руб,шт,1,,,,,,,
,"Бенг. Свечи 210 ""Экстра"" (толстая)",29.00 руб,шт,1,,,,,,,
,Бенг. Свечи 350 прямоугольные,164.00 руб,шт,1,,,,,,,
,Бенг. Свечи 400 прямоугольные,398.00 руб,шт,1,,,,,,,
,Бенг. Свечи 600 прямоугольные,275.00 руб,шт,1,,,,,,,
,Бенефис,"4,160.00 руб",шт,1,,,,,,,
,Бинго,553.00 руб,шт,1,,,,,,,
,Бубль-гум,"1,928.00 руб",шт,1,,,,,,,
,Вася-василек,258.00 руб,шт,1,,,,,,,
,Веселый пиротехник,675.00 руб,шт,1,,,,,,,
,Волшебные стрелы,"1,785.00 руб",шт,1,,,,,,,
,Госпожа метелица,"3,815.00 руб",шт,1,,,,,,,
,Дикие пчелы (летающая вертушка),135.00 руб,шт,1,,,,,,,
,ЗД.Медный всадник,"3,400.00 руб",шт,1,,,,,,,
,Зимняя ночь,"2,520.00 руб",шт,1,,,,,,,
,Золотая рыбка,733.00 руб,шт,1,,,,,,,
,Изуумрудный город,"16,500.00 руб",шт,1,,,,,,,
,Капитошка,"1,920.00 руб",шт,1,,,,,,,
,Корсар-1,68.00 руб,шт,1,,,,,,,
,Корсар-3,44.00 руб,шт,1,,,,,,,
,Корсар-4,114.00 руб,шт,1,,,,,,,
,Лимонка (с чекой),55.00 руб,шт,1,,,,,,,
,Лукоморье,"1,767.00 руб",шт,1,,,,,,,
,Лунный цветок,36.00 руб,шт,1,,,,,,,
,Малиновый звон,322.00 руб,шт,1,,,,,,,
,Мальчишник,"2,016.00 руб",шт,1,,,,,,,
,Маугли,800.00 руб,шт,1,,,,,,,
,Метелица,157.00 руб,шт,1,,,,,,,
,Мистер Х,739.00 руб,шт,1,,,,,,,
,Мулен руж,593.00 руб,шт,1,,,,,,,
,На счастье,"2,079.00 руб",шт,1,,,,,,,
,Нано-салют,563.00 руб,шт,1,,,,,,,
,Настольный фонтан,200.00 руб,шт,1,,,,,,,
,Не тормози,"1,198.00 руб",шт,1,,,,,,,
,"Неб. Фонарики форма ""Сердце""",148.00 руб,шт,1,,,,,,,
,Неваляшка,999.00 руб,шт,1,,,,,,,
,Новогоднее приключение,"8,554.00 руб",шт,1,,,,,,,
,Огненые пчелы,80.00 руб,шт,1,,,,,,,
,Павлин,"2,360.00 руб",шт,1,,,,,,,
,Перчинка,543.00 руб,шт,1,,,,,,,
,пневмохлопушка праздничная 30 см (цветн. бум. конфети),151.00 руб,шт,1,,,,,,,
,пневмохлопушка праздничная 30 см (цветн.металл. конфети),199.00 руб,шт,1,,,,,,,
,пневмохлопушка Свадебная 30 см (конф. сердце),173.00 руб,шт,1,,,,,,,
,Полуночник,"4,530.00 руб",шт,1,,,,,,,
,Пугач,78.00 руб,шт,1,,,,,,,
,Пять звезд,"2,500.00 руб",шт,1,,,,,,,
,Радость общения,"3,180.00 руб",шт,1,,,,,,,
,Разгуляй,"14,813.00 руб",шт,1,,,,,,,
,Русский сувенир,"2,310.00 руб",шт,1,,,,,,,
,Салют молодежи,"5,375.00 руб",шт,1,,,,,,,
,Северное сияние,"1,700.00 руб",шт,1,,,,,,,
,Смайлики,127.00 руб,шт,1,,,,,,,
,СМС-ка,964.00 руб,шт,1,,,,,,,
,Снеговик,858.00 руб,шт,1,,,,,,,
,Снеговой,802.00 руб,шт,1,,,,,,,
,Снегурочка,"3,374.00 руб",шт,1,,,,,,,
,Снежная сказка,"3,374.00 руб",шт,1,,,,,,,
,Сорвиголова,"1,667.00 руб",шт,1,,,,,,,
,Страна чудес,"20,438.00 руб",шт,1,,,,,,,
,Только ты,"4,160.00 руб",шт,1,,,,,,,
,Тропикана,"2,560.00 руб",шт,1,,,,,,,
,Убойная сила (3 эффекта),53.00 руб,шт,1,,,,,,,
,Удалой,"5,292.00 руб",шт,1,,,,,,,
,Хлопающие шары,72.00 руб,шт,1,,,,,,,
,Хлопушка,79.00 руб,шт,1,,,,,,,
,"Хлопушка ""Супер с серпантином""",119.00 руб,шт,1,,,,,,,
,"Хлопушка ""Супер""",88.00 руб,шт,1,,,,,,,
,Цветущая сакура,"2,520.00 руб",шт,1,,,,,,,
,Час пик,"2,209.00 руб",шт,1,,,,,,,
,Чудо-юдо,478.00 руб,шт,1,,,,,,,
,Шаляй-валяй,"3,840.00 руб",шт,1,,,,,,,
,Ястреб,576.00 руб,шт,1,,,,,,,
,Средства защиты,,,1,,,,,,,
,"Родентицидная прим ""Крысиная смерть № 1""  (100гр.)",72.00 руб,шт,1,,,,,,,
,"Родентицидная прим ""Крысиная смерть № 1""  (200гр.)",120.00 руб,шт,1,,,,,,,
,"Родентицидная приманка ""ЩЕЛКУНЧИК"" 0,1кг",58.00 руб,шт,1,,,,,,,
,"Родентицидная приманка ""ЩЕЛКУНЧИК"" 0.2кг",100.00 руб,шт,1,,,,,,,
,"Серная дымовая шашка ""Климат"" 300г.",91.00 руб,шт,1,,,,,,,
,Циперол 170мл аэрозоль,322.00 руб,шт,1,,,,,,,
,Энтомозан-Супер амп. 2мл,76.00 руб,шт,1,,,,,,,
,"ОКСАРЕП (0,5л)",553.00 руб,шт,1,,,,,,,
,Ловушка Mr.Mouse механ. от мышей (дерево),43.00 руб,шт,1,,,,,,,
,"Инсекто-акарицидная шашка Вихрь (0,1)",455.00 руб,шт,1,,,,,,,
,Йодная шашка Диксам (3 табл.),284.00 руб,шт,1,,,,,,,
,Клей ALT (130мл.),255.00 руб,шт,1,,,,,,,
,Клей EG euroguard для отлова грызунов 135 г.,219.00 руб,шт,1,,,,,,,
,Клей Mr.Mouse от грызунов и насекомых 135г/60,197.00 руб,шт,1,,,,,,,
,Крысоловка (метал.),73.00 руб,шт,1,,,,,,,
,БойКот гранулы 100г. Арахис и Шоколад,30.00 руб,шт,1,,,,,,,
,БойКот зерно 150 г. Жареное  мясо,30.00 руб,шт,1,,,,,,,
,БойКот мягкий брикет К_С Подсолнух 100г,58.00 руб,шт,1,,,,,,,
,Аксамит-нео 500мл с распылителем,501.00 руб,шт,1,,,,,,,
,Инкубаторы,,,1,,,,,,,
,Инкубатор АИ -264К/96Г/189У/663,"27,984.00 руб",шт,1,1,1,1,1,,,
,Инкубатор АИ-48Э,"9,282.00 руб",шт,1,1,1,1,1,,,
